HGNC ID	Approved symbol	Approved name	Previous symbols	Alias symbols	Accession numbers	RefSeq IDs
HGNC:12452	TYS	sclerotylosis				
HGNC:28531	TYSND1	trypsin like peroxisomal matrix peptidase 1		MGC34695, NET41	BC016840	NM_173555
HGNC:25598	TYW1	tRNA-yW synthesizing protein 1 homolog	RSAFD1	FLJ10900, MGC23001, MGC60291, YPL207W, TYW1A	AK001762	NM_018264
HGNC:33908	TYW1B	tRNA-yW synthesizing protein 1 homolog B		RSAFD2, MGC87315, NCRNA00069, LINC00069	BC068520	NM_001145440
HGNC:41905	TYW1P1	tRNA-yW synthesizing protein 1 homolog pseudogene 1				NG_028887
HGNC:24757	TYW3	tRNA-yW synthesizing protein 3 homolog	C1orf171	FLJ40918	BX647591	NM_138467
HGNC:26754	TYW5	tRNA-yW synthesizing protein 5	C2orf60	FLJ37953	AK095272	NM_001039693
HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	U2AFBP	U2AF35, RNU2AF1, RN	BC001177	NM_006758
HGNC:23020	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	U2AF1L3	MGC33901, U2af26	BC021186, AY569437	NM_144987
HGNC:51830	U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5				
HGNC:12454	U2AF1P	symbol withdrawn, see [HGNC:12456](/data/gene-symbol-report/#!/hgnc_id/HGNC:12456)				
HGNC:23156	U2AF2	U2 small nuclear RNA auxiliary factor 2		U2AF65	BC008740	NM_007279
HGNC:12455	U2AFBP	symbol withdrawn, see [HGNC:12453](/data/gene-symbol-report/#!/hgnc_id/HGNC:12453)				
HGNC:30855	U2SURP	U2 snRNP associated SURP domain containing		fSAPa, SR140	BK000564	NM_001080415
HGNC:56431	U2SURPP1	U2SURP pseudogene 1				
HGNC:15947	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats		FLJ10128, KIAA1561	AF322916	
HGNC:12457	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	SPAG2	AGX1, AgX	AB011004	NM_003115
HGNC:55410	UAP1-DT	UAP1 divergent transcript				
HGNC:28082	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1			AK022632	NM_207309
HGNC:12469	UBA1	ubiquitin like modifier activating enzyme 1	A1S9T, GXP1, UBE1	UBE1X, POC20, CFAP124	AF258566	NM_003334
HGNC:30661	UBA2	ubiquitin like modifier activating enzyme 2	SAE2	FLJ13058, HRIHFB2115	BC003153	NM_005499
HGNC:12470	UBA3	ubiquitin like modifier activating enzyme 3	UBE1C	hUba3, NAE2	AB012190	NM_198195
HGNC:23230	UBA5	ubiquitin like modifier activating enzyme 5	UBE1DC1	FLJ23251	AY253672	NM_024818
HGNC:56790	UBA5P1	UBA5 pseudogene 1				
HGNC:25581	UBA6	ubiquitin like modifier activating enzyme 6	UBE1L2	FLJ10808	AK094164	NM_018227
HGNC:49083	UBA6-DT	UBA6 divergent transcript	UBA6-AS1	LOC550112		
HGNC:12471	UBA7	ubiquitin like modifier activating enzyme 7	UBE1L	D8, UBE2, UBA1B	BC006378	NM_003335
HGNC:12458	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1		RPL40, CEP52, HUBCEP52, MGC57125, MGC126879, MGC126881, L40		NM_003333
HGNC:12459	UBA52P1	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 1			M62405	NG_001207
HGNC:12460	UBA52P2	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 2			M62406	NG_001208
HGNC:20056	UBA52P3	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 3				NG_002524
HGNC:35929	UBA52P4	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 4				NG_010942
HGNC:36993	UBA52P5	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 5				NG_010950
HGNC:36763	UBA52P6	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 6				NG_010990
HGNC:36615	UBA52P7	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 7				NG_010545
HGNC:35625	UBA52P8	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 8				NG_011237
HGNC:36169	UBA52P9	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 9				NG_011241
HGNC:30221	UBAC1	UBA domain containing 1	UBADC1	GBDR1, KPC2	AF176796	NM_016172
HGNC:20486	UBAC2	UBA domain containing 2	PHGDHL1	FLJ30548, RP11-178C10.1	AK055110	NM_177967
HGNC:42502	UBAC2-AS1	UBAC2 antisense RNA 1				
HGNC:39685	UBAC2-IT1	UBAC2 intronic transcript 1 (non-protein coding)				
HGNC:29576	UBALD1	UBA like domain containing 1	FAM100A		BC025327	NM_145253
HGNC:28438	UBALD2	UBA like domain containing 2	FAM100B	MGC29814		NM_182565
HGNC:12461	UBAP1	ubiquitin associated protein 1	UBAP		AF222043	
HGNC:40028	UBAP1L	ubiquitin associated protein 1 like				NM_001163692
HGNC:14185	UBAP2	ubiquitin associated protein 2		KIAA1491, bA176F3.5, FLJ22435	AB040924	NM_018449
HGNC:29877	UBAP2L	ubiquitin associated protein 2 like		NICE-4, KIAA0144	BC003170	NM_014847
HGNC:12462	UBASH3A	ubiquitin associated and SH3 domain containing A		STS-2, TULA, CLIP4	AJ277750	NM_001001895
HGNC:29884	UBASH3B	ubiquitin associated and SH3 domain containing B		KIAA1959, STS-1, TULA2, TULA-2	AB075839	NM_032873
HGNC:12463	UBB	ubiquitin B		MGC8385, FLJ25987		NM_018955
HGNC:12464	UBBP1	ubiquitin B pseudogene 1			X04801	
HGNC:12465	UBBP2	ubiquitin B pseudogene 2			X04802	NG_002287
HGNC:12466	UBBP3	ubiquitin B pseudogene 3			Y00332	NG_002286
HGNC:12467	UBBP4	ubiquitin B pseudogene 4			X07499	
HGNC:42645	UBBP5	ubiquitin B pseudogene 5				
HGNC:12468	UBC	ubiquitin C				NM_021009
HGNC:18795	UBD	ubiquitin D		FAT10	Y12653	
HGNC:18796	UBDP1	ubiquitin D pseudogene 1		dJ994E9.3		
HGNC:12472	UBE2A	ubiquitin conjugating enzyme E2 A		UBC2, HHR6A, RAD6A, HR6A	AK223045	NM_003336
HGNC:12473	UBE2B	ubiquitin conjugating enzyme E2 B		UBC2, HHR6B, RAD6B	M74525	NM_003337
HGNC:15937	UBE2C	ubiquitin conjugating enzyme E2 C		UBCH10	U73379	NM_007019
HGNC:19670	UBE2CP1	ubiquitin conjugating enzyme E2 C pseudogene 1				
HGNC:43551	UBE2CP2	ubiquitin conjugating enzyme E2 C pseudogene 2				
HGNC:43552	UBE2CP3	ubiquitin conjugating enzyme E2 C pseudogene 3				
HGNC:43553	UBE2CP4	ubiquitin conjugating enzyme E2 C pseudogene 4				
HGNC:43554	UBE2CP5	ubiquitin conjugating enzyme E2 C pseudogene 5				NR_144562
HGNC:12474	UBE2D1	ubiquitin conjugating enzyme E2 D1	SFT	UbcH5A, UBCH5, UBC4/5, E2(17)KB1	BC015997	NM_003338
HGNC:12475	UBE2D2	ubiquitin conjugating enzyme E2 D2		UbcH5B, UBC4	L40146	NM_181838
HGNC:12476	UBE2D3	ubiquitin conjugating enzyme E2 D3		UbcH5C	U39318	NM_181893
HGNC:54095	UBE2D3-AS1	UBE2D3 antisense RNA 1				NR_131185
HGNC:33349	UBE2D3P1	ubiquitin conjugating enzyme E2 D3 pseudogene 1	UBE2D5P, UBE2D3P	RP4-680N4	AL121755	XM_001723611
HGNC:39010	UBE2D3P2	ubiquitin conjugating enzyme E2 D3 pseudogene 2				
HGNC:39011	UBE2D3P3	ubiquitin conjugating enzyme E2 D3 pseudogene 3				
HGNC:39391	UBE2D3P4	ubiquitin conjugating enzyme E2 D3 pseudogene 4				
HGNC:56916	UBE2D3P5	UBE2D3 pseudogene 5				
HGNC:21647	UBE2D4	ubiquitin conjugating enzyme E2 D4		HBUCE1	BC004104	NM_015983
HGNC:32197	UBE2D5P	symbol withdrawn, see [HGNC:33349](/data/gene-symbol-report/#!/hgnc_id/HGNC:33349)	UBE2D5P			
HGNC:28656	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)		MGC42638	BC040290	NR_024062
HGNC:12477	UBE2E1	ubiquitin conjugating enzyme E2 E1		UbcH6	X92963	NM_003341
HGNC:40598	UBE2E1-AS1	UBE2E1 antisense RNA 1				
HGNC:12478	UBE2E2	ubiquitin conjugating enzyme E2 E2		UbcH8, FLJ25157	AK057886	NM_152653
HGNC:44512	UBE2E2-DT	UBE2E2 divergent transcript	UBE2E2-AS1			NR_136176
HGNC:12479	UBE2E3	ubiquitin conjugating enzyme E2 E3		UbcH9	AB017644	NM_006357
HGNC:40599	UBE2E3-DT	UBE2E3 divergent transcript				
HGNC:32199	UBE2E4P	ubiquitin conjugating enzyme E2 E4 pseudogene		UbcM2	AF136176	NG_004721
HGNC:12480	UBE2F	ubiquitin conjugating enzyme E2 F (putative)		NCE2	BC010549	NM_080678
HGNC:48339	UBE2F-SCLY	UBE2F-SCLY readthrough (NMD candidate)				
HGNC:44535	UBE2FP1	UBE2F pseudogene 1				
HGNC:44536	UBE2FP2	UBE2F pseudogene 2				
HGNC:44537	UBE2FP3	UBE2F pseudogene 3				
HGNC:12481	UBE2G	symbol withdrawn, see [HGNC:12482](/data/gene-symbol-report/#!/hgnc_id/HGNC:12482)				
HGNC:12482	UBE2G1	ubiquitin conjugating enzyme E2 G1	UBE2G	UBC7	BC026288	NM_003342
HGNC:12483	UBE2G2	ubiquitin conjugating enzyme E2 G2		UBC7	BC008351	NM_182688
HGNC:12484	UBE2H	ubiquitin conjugating enzyme E2 H		UBCH, UBC8, GID3	BC006277	NM_003344
HGNC:55615	UBE2H-DT	UBE2H divergent transcript				
HGNC:31079	UBE2HP1	ubiquitin conjugating enzyme E2 H pseudogene 1	UBE2HP			NG_008822
HGNC:12485	UBE2I	ubiquitin conjugating enzyme E2 I		UBC9	D45050	NM_003345
HGNC:58131	UBE2I-AS1	UBE2I antisense RNA 1		RP11-616M22.7		
HGNC:17598	UBE2J1	ubiquitin conjugating enzyme E2 J1		HSPC153, CGI-76, NCUBE1, UBC6	AJ245898	NM_016021
HGNC:19268	UBE2J2	ubiquitin conjugating enzyme E2 J2		Ubc6p, NCUBE2	AF296658	NM_058167
HGNC:4914	UBE2K	ubiquitin conjugating enzyme E2 K	HIP2	HYPG, UBC1	U58522	NM_005339
HGNC:12486	UBE2L1	ubiquitin conjugating enzyme E2 L1 (pseudogene)	UBE2L7P, UBE2L7	UBEL1, L-UBC, UBCH7N3		NG_002490
HGNC:12487	UBE2L2	ubiquitin conjugating enzyme E2 L2 (pseudogene)				
HGNC:12488	UBE2L3	ubiquitin conjugating enzyme E2 L3		UBCH7	AJ000519	NM_198157
HGNC:12489	UBE2L4	ubiquitin conjugating enzyme E2 L4 (pseudogene)			Y09515	NG_001209
HGNC:13477	UBE2L5	ubiquitin conjugating enzyme E2 L5	UBE2L5P		AL161893	NM_001355247
HGNC:12490	UBE2L6	ubiquitin conjugating enzyme E2 L6		UBCH8	AF031141, AK093462, BC032491	NM_004223
HGNC:20057	UBE2L7P	symbol withdrawn, see [HGNC:12486](/data/gene-symbol-report/#!/hgnc_id/HGNC:12486)	UBE2L7	UBCH7N3		
HGNC:12491	UBE2M	ubiquitin conjugating enzyme E2 M		hUbc12, UBC12	AB012191	NM_003969
HGNC:32195	UBE2MP1	ubiquitin conjugating enzyme E2 M pseudogene 1			CR599143	
HGNC:12492	UBE2N	ubiquitin conjugating enzyme E2 N		UbcH-ben, UBC13, MGC8489	D83004	NM_003348
HGNC:31710	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)				NM_001012989
HGNC:20337	UBE2NP1	ubiquitin conjugating enzyme E2 N pseudogene 1				NG_031850
HGNC:29554	UBE2O	ubiquitin conjugating enzyme E2 O		E2-230K	AB051521	NM_022066
HGNC:15698	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	UBE2Q	PRO3094, NICE-5	AJ243666	NM_017582
HGNC:40722	UBE2Q1-AS1	UBE2Q1 antisense RNA 1			AW070285	
HGNC:19248	UBE2Q2	ubiquitin conjugating enzyme E2 Q2		DKFZp762C143	BC017708	NM_173469
HGNC:37439	UBE2Q2P1	UBE2Q2 pseudogene 1	UBE2QP1	FLJ43276		NR_003661
HGNC:37440	UBE2Q2P2	UBE2Q2 pseudogene 2	UBE2QP2, UBE2Q2P3		BC066934	NR_004847
HGNC:37669	UBE2Q2P3	symbol withdrawn, see [HGNC:37440](/data/gene-symbol-report/#!/hgnc_id/HGNC:37440)				
HGNC:38429	UBE2Q2P4Y	UBE2Q2 pseudogene 4, Y-linked	UBE2Q2PY1			
HGNC:38466	UBE2Q2P5Y	UBE2Q2 pseudogene 5, Y-linked	UBE2Q2PY2			
HGNC:49412	UBE2Q2P6	UBE2Q2 pseudogene 6				
HGNC:49413	UBE2Q2P7	UBE2Q2 pseudogene 7				
HGNC:49521	UBE2Q2P8	UBE2Q2 pseudogene 8				
HGNC:49517	UBE2Q2P9	UBE2Q2 pseudogene 9				
HGNC:49518	UBE2Q2P10	UBE2Q2 pseudogene 10				
HGNC:49522	UBE2Q2P11	UBE2Q2 pseudogene 11				
HGNC:49523	UBE2Q2P12	UBE2Q2 pseudogene 12				
HGNC:56078	UBE2Q2P13	UBE2Q2 pseudogene 13				NR_168283
HGNC:44656	UBE2Q2P16	UBE2Q2 pseudogene 16	UBE2Q2L			NR_166151
HGNC:37269	UBE2QL1	ubiquitin conjugating enzyme E2 QL1		FLJ25076	AK057805	NM_001145161
HGNC:19907	UBE2R2	ubiquitin conjugating enzyme E2 R2		UBC3B, CDC34B, FLJ20419, MGC10481	AK000426	NM_017811
HGNC:49911	UBE2R2-AS1	UBE2R2 antisense RNA 1	LINC01251			NR_170201
HGNC:17895	UBE2S	ubiquitin conjugating enzyme E2 S		E2-EPF	BC004236	NM_014501
HGNC:30864	UBE2SP1	ubiquitin conjugating enzyme E2 S pseudogene 1				NG_001583
HGNC:32196	UBE2SP2	ubiquitin conjugating enzyme E2 S pseudogene 2				
HGNC:25009	UBE2T	ubiquitin conjugating enzyme E2 T		HSPC150, FANCT	AF161499	NM_014176
HGNC:28559	UBE2U	ubiquitin conjugating enzyme E2 U		MGC35130	BC029895	NM_152489
HGNC:12493	UBE2V	symbol withdrawn, see [HGNC:12494](/data/gene-symbol-report/#!/hgnc_id/HGNC:12494)				
HGNC:12494	UBE2V1	ubiquitin conjugating enzyme E2 V1	UBE2V	UEV-1, CROC-1, UEV1A, CROC1	U39360	NM_021988
HGNC:16581	UBE2V1P1	UBE2V1 pseudogene 1		dJ687F11.3	AL117334	
HGNC:32648	UBE2V1P2	UBE2V1 pseudogene 2				
HGNC:23983	UBE2V1P3	UBE2V1 pseudogene 3				NG_002821
HGNC:44886	UBE2V1P4	UBE2V1 pseudogene 4				
HGNC:44888	UBE2V1P5	UBE2V1 pseudogene 5				NG_030120
HGNC:44889	UBE2V1P6	UBE2V1 pseudogene 6				
HGNC:44890	UBE2V1P7	UBE2V1 pseudogene 7				
HGNC:44893	UBE2V1P8	UBE2V1 pseudogene 8				
HGNC:44894	UBE2V1P9	UBE2V1 pseudogene 9				NG_030278
HGNC:44895	UBE2V1P10	UBE2V1 pseudogene 10				
HGNC:44896	UBE2V1P11	UBE2V1 pseudogene 11				
HGNC:44897	UBE2V1P12	UBE2V1 pseudogene 12				
HGNC:52411	UBE2V1P13	UBE2V1 pseudogene 13				
HGNC:52412	UBE2V1P14	UBE2V1 pseudogene 14				
HGNC:52414	UBE2V1P15	UBE2V1 pseudogene 15				
HGNC:55086	UBE2V1P16	UBE2V1 pseudogene 16				
HGNC:12495	UBE2V2	ubiquitin conjugating enzyme E2 V2		UEV-2, DDVit-1, EDPF-1, MMS2, UEV2, EDPF1, DDVIT1, EDAF-1	X98091	NM_003350
HGNC:56732	UBE2V2-AS1	UBE2V2 antisense RNA 1		TCONS_00068220		
HGNC:44885	UBE2V2P1	ubiquitin conjugating enzyme E2 V2 pseudogene 1				NG_022163
HGNC:44887	UBE2V2P2	ubiquitin conjugating enzyme E2 V2 pseudogene 2				
HGNC:44891	UBE2V2P3	ubiquitin conjugating enzyme E2 V2 pseudogene 3				NG_026910
HGNC:44892	UBE2V2P4	ubiquitin conjugating enzyme E2 V2 pseudogene 4				
HGNC:25616	UBE2W	ubiquitin conjugating enzyme E2 W		FLJ11011, UBC-16	AK001873	NM_001001481
HGNC:32198	UBE2WP1	ubiquitin conjugating enzyme E2 W pseudogene 1	UBE2WP		AC092393	
HGNC:25847	UBE2Z	ubiquitin conjugating enzyme E2 Z		FLJ13855, USE1	BC015890	NM_023079
HGNC:12496	UBE3A	ubiquitin protein ligase E3A	EPVE6AP, HPVE6A	AS, ANCR, E6-AP, FLJ26981	AF002224	NM_000462
HGNC:12497	UBE3AP1	ubiquitin protein ligase E3A pseudogene 1			AF010598	
HGNC:12498	UBE3AP2	ubiquitin protein ligase E3A pseudogene 2			AF010599	
HGNC:13478	UBE3B	ubiquitin protein ligase E3B			BC032301	NM_183415
HGNC:16803	UBE3C	ubiquitin protein ligase E3C		KIAA0010, KIAA10	AK127280	NM_014671
HGNC:21381	UBE3D	ubiquitin protein ligase E3D	C6orf157, UBE2CBP	DKFZp434A1520, H10BH, YJR141W	AL137544	NM_198920
HGNC:12499	UBE4A	ubiquitination factor E4A		UBOX2, UFD2, KIAA0126, E4	D50916	NM_004788
HGNC:12500	UBE4B	ubiquitination factor E4B		UBOX3, E4, UFD2, KIAA0684	AF091093	NM_006048
HGNC:30565	UBFD1	ubiquitin family domain containing 1		FLJ42145, FLJ38870, UBPH	AK124139	NM_019116
HGNC:42389	UBFD1P1	ubiquitin family domain containing 1 pseudogene 1				
HGNC:12501	UBH1	symbol withdrawn, see [HGNC:12610](/data/gene-symbol-report/#!/hgnc_id/HGNC:12610)				
HGNC:30791	UBIAD1	UbiA prenyltransferase domain containing 1	SCCD	TERE1		NM_013319
HGNC:12503	UBL2	symbol withdrawn, see [HGNC:33148](/data/gene-symbol-report/#!/hgnc_id/HGNC:33148)	UBL2	PIC1L		
HGNC:12504	UBL3	ubiquitin like 3	PNSC1	HCG-1, DKFZP434K151, FLJ32018	AF044221	NM_007106
HGNC:12505	UBL4A	ubiquitin like 4A	UBL4	GDX, DXS254E, GET5, MDY2, TMA24	J03589	NM_014235
HGNC:32309	UBL4B	ubiquitin like 4B		FLJ25690		NM_203412
HGNC:13736	UBL5	ubiquitin like 5				NM_024292
HGNC:44639	UBL5P1	ubiquitin like 5 pseudogene 1				
HGNC:44640	UBL5P2	ubiquitin like 5 pseudogene 2				
HGNC:44641	UBL5P3	ubiquitin like 5 pseudogene 3				
HGNC:44642	UBL5P4	ubiquitin like 5 pseudogene 4				
HGNC:15953	UBL6	symbol withdrawn, see [HGNC:33148](/data/gene-symbol-report/#!/hgnc_id/HGNC:33148)				
HGNC:28221	UBL7	ubiquitin like 7		BMSC-UbP, MGC14421	BC007913	NM_032907, NM_201265
HGNC:48614	UBL7-DT	UBL7 divergent transcript	UBL7-AS1			
HGNC:28110	UBLCP1	ubiquitin like domain containing CTD phosphatase 1		MGC10067, CPUB1	AK057996	NM_145049
HGNC:12506	UBN1	ubinuclein 1			AF108460	NM_016936
HGNC:21931	UBN2	ubinuclein 2		FLJ25778, KIAA2030	AK098644	NM_173569
HGNC:17777	UBOX5	U-box domain containing 5		UIP5, KIAA0860, Ubce7ip5, RNF37	AB020667	NM_014948
HGNC:44111	UBOX5-AS1	UBOX5 antisense RNA 1			AK097516	NR_038395
HGNC:12507	UBP1	upstream binding protein 1		LBP-1a	AF198487	NM_014517
HGNC:12508	UBQLN1	ubiquilin 1		DSK2, PLIC-1, XDRP1, DA41	AF176069	NM_013438
HGNC:55518	UBQLN1-AS1	UBQLN1 antisense RNA 1				NR_135840
HGNC:21633	UBQLN1P1	ubiquilin 1 pseudogene 1	UBQLN1P			NG_011407
HGNC:12509	UBQLN2	ubiquilin 2		Chap1, Dsk2, RIHFB2157, LIC-2, CHAP1/DSK2, PLIC-2, N4BP4, PLIC2	AF189009	NM_013444
HGNC:12510	UBQLN3	ubiquilin 3		TUP-1	AF230481	NM_017481
HGNC:1237	UBQLN4	ubiquilin 4	C1orf6	A1U, UBIN, CIP75	BC018403	NM_020131
HGNC:31133	UBQLN4P1	ubiquilin 4 pseudogene 1	UBQLN4P	C3orf12		NG_005662
HGNC:38662	UBQLN4P2	ubiquilin 4 pseudogene 2				
HGNC:28294	UBQLNL	ubiquilin like		MGC20470, MGC26958	AK127987	NM_145053
HGNC:16808	UBR1	ubiquitin protein ligase E3 component n-recognin 1				NM_174916
HGNC:21289	UBR2	ubiquitin protein ligase E3 component n-recognin 2	C6orf133	bA49A4.1, dJ392M17.3, KIAA0349	BC024217	NM_015255
HGNC:30467	UBR3	ubiquitin protein ligase E3 component n-recognin 3	ZNF650	KIAA2024, DKFZp434P117, FLJ37422	AL834144	NM_172070
HGNC:30313	UBR4	ubiquitin protein ligase E3 component n-recognin 4	ZUBR1	KIAA1307, KIAA0462, RBAF600, p600	AF348492	NM_020765
HGNC:16806	UBR5	ubiquitin protein ligase E3 component n-recognin 5	EDD1	DD5, HYD, EDD, KIAA0896	AF006010	NM_015902
HGNC:51661	UBR5-DT	UBR5 divergent transcript	UBR5-AS1			NR_125415
HGNC:20344	UBR7	ubiquitin protein ligase E3 component n-recognin 7	C14orf130		AK001345	NM_175748
HGNC:25683	UBTD1	ubiquitin domain containing 1		FLJ11807	BC007331	NM_024954
HGNC:24463	UBTD2	ubiquitin domain containing 2		DC-UbP, MGC30022	AF251700	NM_152277
HGNC:56554	UBTD2P1	UBTD2 pseudogene 1				NG_022278
HGNC:12511	UBTF	upstream binding transcription factor		UBF, NOR-90, UBF1, UBF2	BC042297	NM_014233
HGNC:14533	UBTFL1	upstream binding transcription factor like 1	C11orf27			NM_001143975
HGNC:35169	UBTFL2	UBTF like 2 (pseudogene)				NG_012230
HGNC:35402	UBTFL3	UBTF like 3 (pseudogene)				NG_023214
HGNC:44475	UBTFL4	upstream binding transcription factor, RNA polymerase I-like 4 (pseudogene)				
HGNC:35405	UBTFL5	UBTF like 5 (pseudogene)				NG_023413
HGNC:35406	UBTFL6	UBTF like 6 (pseudogene)				NG_027836
HGNC:35404	UBTFL7	UBTF like 7 (pseudogene)				NG_006986
HGNC:44476	UBTFL8	UBTF like 8 (pseudogene)				NG_008907
HGNC:50286	UBTFL9	UBTF like 9 (pseudogene)				
HGNC:50287	UBTFL10	UBTF like 10 (pseudogene)				
HGNC:50288	UBTFL11	UBTF like 11 (pseudogene)				
HGNC:18402	UBXN1	UBX domain protein 1		LOC51035, 2B28, UBXD10, SAKS1		NM_015853
HGNC:27265	UBXN2A	UBX domain protein 2A	UBXD4		BC037901	NM_181713
HGNC:57001	UBXN2AP1	UBXN2A pseudogene 1				NG_021740
HGNC:27035	UBXN2B	UBX domain protein 2B		p37	AK054658	NM_001077619
HGNC:14860	UBXN4	UBX domain protein 4	UBXDC1, UBXD2	KIAA0242	D87684	NM_014607
HGNC:14928	UBXN6	UBX domain protein 6	UBXD1	UBXDC2	AF272893	NM_025241
HGNC:29119	UBXN7	UBX domain protein 7	UBXD7	KIAA0794	AB018337	NM_015562
HGNC:41227	UBXN7-AS1	UBXN7 antisense RNA 1				
HGNC:30307	UBXN8	UBX domain protein 8	UBXD6	D8S2298E, REP8	D83767	NM_005671
HGNC:26354	UBXN10	UBX domain protein 10	UBXD3	FLJ25429	AK058158	NM_152376
HGNC:41141	UBXN10-AS1	symbol withdrawn, see [HGNC:9032](/data/gene-symbol-report/#!/hgnc_id/HGNC:9032)				
HGNC:30600	UBXN11	UBX domain protein 11	UBXD5	SOC, SOCI	AF521017	NM_145345
HGNC:37126	UCA1	urothelial cancer associated 1		LINC00178, CUDR, UCAT1, onco-lncRNA-36	BC005351	NR_015379
HGNC:52553	UCA1-AS1	UCA1 antisense RNA 1	LINC01764			
HGNC:12512	UCHH2	ubiquitin carboxyl-terminal esterase H2 (ubiquitin thiolesterase)				
HGNC:12513	UCHL1	ubiquitin C-terminal hydrolase L1	PARK5	PGP9.5, Uch-L1, UCHL-1	BC000332	NM_004181
HGNC:40600	UCHL1-DT	UCHL1 divergent transcript	UCHL1-AS1		DB169394, CN277289	NR_102709
HGNC:12514	UCHL2	ubiquitin carboxyl-terminal esterase L2 (ubiquitin thiolesterase)				
HGNC:12515	UCHL3	ubiquitin C-terminal hydrolase L3			M30496	NM_006002
HGNC:19678	UCHL5	ubiquitin C-terminal hydrolase L5		UCH37, CGI-70, INO80R		NM_015984
HGNC:14859	UCK1	uridine-cytidine kinase 1		URK1, FLJ12255	AF237290	NM_031432
HGNC:12562	UCK2	uridine-cytidine kinase 2	UMPK		AF236637	NM_012474
HGNC:15938	UCKL1	uridine-cytidine kinase 1 like 1	URKL1	FLJ20517	AK000524	NM_017859
HGNC:31967	UCKL1-AS1	UCKL1 antisense RNA 1	UCKL1OS, UCKL1AS, UCKL1-AS	FLJ46647	AK128497	NR_027287
HGNC:25205	UCMA	upper zone of growth plate and cartilage matrix associated	C10orf49	GRP	BC018068	NM_145314
HGNC:12516	UCN	urocortin		UROC, UI, UCN1	AF038633	NM_003353
HGNC:18414	UCN2	urocortin 2		UCNI, SRP, URP, UCN-II	AF320560	NM_033199
HGNC:17781	UCN3	urocortin 3		UCNIII, SPC	AF361943	NM_053049
HGNC:12517	UCP1	uncoupling protein 1	UCP	SLC25A7	X51955	
HGNC:12518	UCP2	uncoupling protein 2	BMIQ4	SLC25A8	U76367	NM_003355
HGNC:12519	UCP3	uncoupling protein 3		SLC25A9	AF001787	NM_003356
HGNC:30866	UEVLD	UEV and lactate/malate dehyrogenase domains		Attp, UEV3	AF503350	NM_018314
HGNC:26941	UFC1	ubiquitin-fold modifier conjugating enzyme 1		HSPC155	AF161504	NM_016406
HGNC:56788	UFC1P1	UFC1 pseudogene 1				
HGNC:12520	UFD1	ubiquitin recognition factor in ER associated degradation 1	UFD1L		AJ239058	
HGNC:55917	UFD1-AS1	UFD1 antisense RNA 1				
HGNC:23039	UFL1	UFM1 specific ligase 1	KIAA0776	NLBP, Maxer, RCAD	BC036379	NM_015323
HGNC:41007	UFL1-AS1	UFL1 antisense RNA 1			BM126999, BM127608	
HGNC:20597	UFM1	ubiquitin fold modifier 1	C13orf20	bA131P10.1	AF208844	NM_016617
HGNC:55146	UFM1P1	UFM1 pseudogene 1				
HGNC:55147	UFM1P2	UFM1 pseudogene 2				NG_030096
HGNC:55148	UFM1P3	UFM1 pseudogene 3	UFM1P1			NG_030252
HGNC:12521	UFS	symbol withdrawn, see [HGNC:18374](/data/gene-symbol-report/#!/hgnc_id/HGNC:18374)				
HGNC:33821	UFSP1	UFM1 specific peptidase 1		UFSP	AF312032	NM_001015072
HGNC:25640	UFSP2	UFM1 specific peptidase 2	C4orf20	FLJ11200	AK002062	NM_018359
HGNC:12522	UGALT	symbol withdrawn, see [HGNC:11022](/data/gene-symbol-report/#!/hgnc_id/HGNC:11022)				
HGNC:12524	UGCG	UDP-glucose ceramide glucosyltransferase		GCS	D50840	NM_003358
HGNC:12525	UGDH	UDP-glucose 6-dehydrogenase		GDH, UDPGDH, UDP-GlcDH, UGD	AF061016	NM_003359
HGNC:40601	UGDH-AS1	UGDH antisense RNA 1				NR_047679
HGNC:15663	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	UGCGL1	HUGT1	AF227905	NM_020120
HGNC:15664	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	UGCGL2	FLJ11485, HUGT2, FLJ10873, MGC150689, MGC87276, MGC117360	AF227906	NM_020121
HGNC:39934	UGGT2-IT1	UGGT2 intronic transcript 1 (non-protein coding)				
